TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LATITUDE,LONGITUDE
Condo for sale,1350000,2,2,1066,"Brooklyn, NY 11222","460 Manhattan Ave Apt 2BBrooklyn, NY 11222",New York,Kings County,Brooklyn,Greenpoint,40.7200818,-73.9473654
Condo for sale,499000,1,1,571,"Woodside, NY 11377","52-16 Roosevelt Ave Unit 3AWoodside, NY 11377",New York,Queens County,Queens,Flushing,40.7440779,-73.9118986
Condo for sale,1351242,2,2,1026,"Queens, NY 11101","3 Court Sq W Unit 403Queens, NY 11101",New York,Queens County,Queens,Long Island City,40.747963,-73.944456
Co-op for sale,249000,2,1,830,"Brooklyn, NY 11223","2547 W 2nd St Apt 2JBrooklyn, NY 11223",New York,Kings County,Brooklyn,Gravesend,40.5871568,-73.9709274
Condo for sale,479000,1,2,1096,"Brooklyn, NY 11208","44 Euclid Ave Apt 1ABrooklyn, NY 11208",New York,Kings County,Brooklyn,Cypress Hills,40.6874842,-73.8754674
Condo for sale,1899000,3,2,1757,"Brooklyn, NY 11235","65 Oceana Dr E Apt 8DBrooklyn, NY 11235",New York,Kings County,Brooklyn,Brighton Beach,40.5769367,-73.9570143
Co-op for sale,275000,1,1,694,"Briarwood, NY 11435","85-15 Main St Unit 12NBriarwood, NY 11435",New York,Queens County,Queens,Jamaica,40.7102499,-73.81917
Condo for sale,2150000,2,2,1711,"Manhattan, NY 10023","243 W 60th St Apt 5FManhattan, NY 10023",New York,New York County,New York,Manhattan,40.771979,-73.9889567
Co-op for sale,1999000,3,3,1950,"New York, NY 10128","1192 Park Ave # 5DNew York, NY 10128",New York,New York County,New York,Manhattan,40.7851745,-73.9538945
House for sale,1588000,5,2.373860858,2580,"Brooklyn, NY 11228","8407 15th AveBrooklyn, NY 11228",United States,New York,Kings County,Brooklyn,40.6122575,-74.0082788
Townhouse for sale,3200000,7,4,2976,"Brooklyn, NY 11217","140 Hoyt StBrooklyn, NY 11217",United States,New York,Kings County,Brooklyn,40.6861131,-73.9882714
Co-op for sale,1999000,2,2,2184.21,"New York, NY 10028","969 Park Ave # 12FNew York, NY 10028",New York,New York County,New York,Manhattan,40.7776874,-73.9585526
Condo for sale,1745000,2,2,1574,"Queens, NY 11101","27-28 Thomson Ave Unit 422Queens, NY 11101",New York,Queens County,Queens,Long Island City,40.7457551,-73.9417456
House for sale,1488000,3,2,2886,"Staten Island, NY 10306","141 Beacon AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.5792773,-74.1211285
Condo for sale,1494000,1,2,1444,"New York, NY 10075","507 E 80th St Apt 1RNew York, NY 10075",New York,New York County,New York,Manhattan,40.7719269,-73.949189
Multi-family home for sale,1108900,6,2,2664,"Brooklyn, NY 11209","626 Ovington AveBrooklyn, NY 11209",United States,New York,Kings County,Brooklyn,40.63089,-74.018305
Multi-family home for sale,3200000,3,4,3040,"Brooklyn, NY 11231","405 Sackett StBrooklyn, NY 11231",United States,New York,Kings County,Brooklyn,40.6817403,-73.9916448
House for sale,650000,3,2,1110,"Staten Island, NY 10304","64 Baltic AveStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,40.6057728,-74.0906176
Townhouse for sale,2050000,12,8,8049,"Brooklyn, NY 11216","732 Prospect PlBrooklyn, NY 11216",United States,New York,Kings County,Brooklyn,40.6743116,-73.9522812
Multi-family home for sale,1998000,19,8,5890,"Brooklyn, NY 11215","1902 8th AveBrooklyn, NY 11215",United States,New York,Kings County,Brooklyn,40.6585481,-73.9859643
House for sale,1250000,5,4,2755,"Staten Island, NY 10305","17 Lansing StStaten Island, NY 10305",United States,New York,Richmond County,Staten Island,40.5923372,-74.0687941
Co-op for sale,749000,2,1,1000,"Manhattan, NY 10021","402 E 74th St Apt 4BManhattan, NY 10021",New York,New York County,New York,Manhattan,40.7686208,-73.9544906
Contingent,235000,3,1,301,"Staten Island, NY 10314","23 Arielle Ln Unit AStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,40.5781324,-74.1603451
Multi-family home for sale,1215000,13,7,5250,"Bronx, NY 10473","943 Croes AveBronx, NY 10473",United States,New York,Bronx County,The Bronx,40.82384,-73.8695469
Co-op for sale,399000,1,1,2184.21,"Forest Hills, NY 11375","110-50 71 Rd Unit 3LForest Hills, NY 11375",New York,Queens County,Queens,Flushing,40.721991,-73.8393784
Co-op for sale,2465000,2,2,1400,"New York, NY 10024","311 W 83rd St Apt 5ANew York, NY 10024",New York,New York County,New York,Manhattan,40.7873301,-73.9797201
Co-op for sale,1200000,2,2,2184.21,"Manhattan, NY 10128","64 E 94th St Apt 4EManhattan, NY 10128",New York,New York County,New York,Manhattan,40.7854218,-73.9544887
Co-op for sale,439000,3,1,475,"New York, NY 10003","54 E 8th St Apt 3LNew York, NY 10003",New York,New York County,New York,Manhattan,40.7308814,-73.9937801
Condo for sale,975000,2,2,930,"Brooklyn, NY 11207","68 Eldert St # 3BBrooklyn, NY 11207",New York,Kings County,Brooklyn,Bushwick,40.6869771,-73.9126141
Townhouse for sale,1499000,6,4,2184.21,"Brooklyn, NY 11221","114 Patchen AveBrooklyn, NY 11221",United States,New York,Kings County,Brooklyn,40.6878701,-73.9272448
Condo for sale,650000,3,1,1050,"Prospect Lefferts Gardens, NY 11225","2501 Snyder Ave Unit 3EProspect Lefferts Gardens, NY 11225",Brooklyn,Flatbush,Snyder Avenue,2501,40.6492401,-73.9534818
Townhouse for sale,2550000,8,4,3900,"Brooklyn, NY 11215","489 7th Ave Unit TownhouseBrooklyn, NY 11215",United States,New York,Kings County,Brooklyn,40.6616741,-73.985673
House for sale,3200000,6,5,5000,"New York, NY 10027","18 W 127th StNew York, NY 10027",United States,New York,New York County,New York,40.8079404,-73.942354
Condo for sale,1999999,4,4,2743,"Manhattan, NY 10024","269 W 87th St Apt 8AManhattan, NY 10024",New York,New York County,New York,Manhattan,40.7895034,-73.9769713
Condo for sale,460000,1,1,518,"Brooklyn, NY 11235","2654 E 18th St Unit 2DBrooklyn, NY 11235",New York,Kings County,Brooklyn,Sheepshead Bay,40.5869759,-73.9514442
Condo for sale,1395000,2,2,1003,"Brooklyn, NY 11205","218 Classon AveBrooklyn, NY 11205",United States,New York,Kings County,Brooklyn,40.6930476,-73.9611241
Co-op for sale,290000,1,1,2184.21,"Flushing, NY 11378","150-29 70 Rd Unit 30AFlushing, NY 11378",New York,Queens County,Queens,Flushing,40.7298599,-73.81851
Multi-family home for sale,1990000,6,5,2100,"Bayside, NY 11361","204-16 46 AveBayside, NY 11361",United States,New York,Queens County,Queens,40.7556078,-73.7775019
Townhouse for sale,2980000,6,3,3210,"Brooklyn, NY 11215","253 Windsor Pl Unit TownhouseBrooklyn, NY 11215",United States,New York,Kings County,Brooklyn,40.6577712,-73.9762759
House for sale,3498000,2,2,2046,"New York, NY 10013","18 Leonard St Apt 6BNew York, NY 10013",New York,New York County,New York,Manhattan,40.7184562,-74.008024
House for sale,2595000,7,6,4950,"Staten Island, NY 10309","6659-6675 Amboy RdStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,40.5184841,-74.2244185
Pending,599889,2,2,2184.21,"Springfield Gardens, NY 11413","217-10 135th AveSpringfield Gardens, NY 11413",United States,New York,Queens County,Queens,40.6782347,-73.7528651
Condo for sale,3995000,2,2,1283,"New York, NY 10019","25 Columbus Cir # 69FNew York, NY 10019",New York,New York County,New York,Manhattan,40.7680474,-73.9835169
Multi-family home for sale,589000,3,2.373860858,1560,"Brooklyn, NY 11208","851 Glenmore AveBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,40.6758932,-73.8787634
Co-op for sale,1139000,3,2,1800,"Queens, NY 11375","110-11 Queens Blvd Unit 15BQueens, NY 11375",New York,Queens County,Queens,Forest Hills,40.7201292,-73.8398387
Multi-family home for sale,4500000,3,5,4725,"Brooklyn, NY 11222","221 Nassau AveBrooklyn, NY 11222",United States,New York,Kings County,Brooklyn,40.7258858,-73.9437423
Condo for sale,2695000,2,2,1927,"Brooklyn, NY 11215","461 Carroll St Unit 1Brooklyn, NY 11215",New York,Kings County,Brooklyn,Gowanus,40.677514,-73.986803
Co-op for sale,125000,1,1,728,"Bronx, NY 10462","2191 Bolton St Apt 5DBronx, NY 10462",New York,Bronx County,The Bronx,East Bronx,40.8560699,-73.8688751
Condo for sale,625000,1,1,692,"New York, NY 10030","300 W 135th St Apt 4LNew York, NY 10030",New York,New York County,New York,Manhattan,40.8166535,-73.9473569
House for sale,775000,4,3,2184.21,"Brooklyn, NY 11236","1400 E 98th StBrooklyn, NY 11236",United States,New York,Kings County,Brooklyn,40.6385513,-73.8938534
Co-op for sale,635000,1,1,2184.21,"Manhattan, NY 10024","305 W 86th St Unit 3CManhattan, NY 10024",New York,New York County,New York,Manhattan,40.78932,-73.9782509
Multi-family home for sale,2375000,9,5,4164,"Brooklyn, NY 11209","312 83rd StBrooklyn, NY 11209",United States,New York,Kings County,Brooklyn,40.6253551,-74.0297531
Co-op for sale,545000,1,1,1050,"Brooklyn, NY 11209","9411 Shore Rd Apt 4KBrooklyn, NY 11209",New York,Kings County,Brooklyn,Fort Hamilton,40.617623,-74.038637
Condo for sale,599000,1,1,935,"Brooklyn, NY 11235","727 Ocean View Ave Apt D3Brooklyn, NY 11235",New York,Kings County,Brooklyn,Brighton Beach,40.5801457,-73.9605103
Co-op for sale,538000,2,2,1200,"Forest Hills, NY 11375","102-40 67 Dr Unit 1DForest Hills, NY 11375",Queens County,Queens,Flushing,67th Drive,40.7264025,-73.8502225
Condo for sale,342990,2,1,900,"Staten Island, NY 10301","1000 Clove Rd Apt 8CStaten Island, NY 10301",New York,Richmond County,Staten Island,Castleton Corners,40.6202645,-74.1099106
Co-op for sale,1500000,2,2,1600,"New York, NY 10023","33 W 67th St Unit 4RWNew York, NY 10023",New York,New York County,New York,Manhattan,40.7739157,-73.9799267
House for sale,939000,3,2,1700,"Brooklyn, NY 11229","1819 Burnett StBrooklyn, NY 11229",United States,New York,Kings County,Brooklyn,40.6089374,-73.9401956
Condo for sale,3150000,4,3,2263,"New York, NY 10025","2628 Broadway Apt 12ANew York, NY 10025",New York,New York County,New York,Manhattan,40.7967552,-73.9696417
Multi-family home for sale,1750000,6,3,2146,"Brooklyn, NY 11220","767 47th StBrooklyn, NY 11220",United States,New York,Kings County,Brooklyn,40.6432486,-74.0023432
Co-op for sale,360000,3,1,2184.21,"New York, NY 10019","317 W 54th St Apt 2ENew York, NY 10019",New York,New York County,New York,Manhattan,40.7654118,-73.9852527
House for sale,720000,3,3,2200,"Brooklyn, NY 11233","802 Herkimer StBrooklyn, NY 11233",United States,New York,Kings County,Brooklyn,40.6782274,-73.9267868
House for sale,1199999,5,3,1728,"Brooklyn, NY 11219","1206 Tabor CtBrooklyn, NY 11219",United States,New York,Kings County,Brooklyn,40.628704,-74.00189
House for sale,710000,3,2.373860858,1400,"Saint Albans, NY 11412","190-45 112th AveSaint Albans, NY 11412",United States,New York,Queens County,Queens,40.7011513,-73.7625984
Co-op for sale,200000,1,1,700,"Brooklyn, NY 11234","1200 E 53rd St Apt 7VBrooklyn, NY 11234",New York,Kings County,Brooklyn,Flatlands,40.6297036,-73.9255951
Co-op for sale,699000,2,2,1400,"Brooklyn, NY 11226","70 Lenox Rd Apt D2Brooklyn, NY 11226",New York,Kings County,Brooklyn,Flatbush,40.6535119,-73.9571389
House for sale,1199999,5,3,1728,"Brooklyn, NY 11219","1206 Tabor CtBrooklyn, NY 11219",United States,New York,Kings County,Brooklyn,40.628704,-74.00189
House for sale,939000,3,2,1700,"Brooklyn, NY 11229","1819 Burnett StBrooklyn, NY 11229",United States,New York,Kings County,Brooklyn,40.6089374,-73.9401956
Multi-family home for sale,3000000,24,16,12720,"Brooklyn, NY 11203","491 E 45th St Unit 16Brooklyn, NY 11203",New York,Kings County,Brooklyn,Little Caribbean,40.64958,-73.934815
Co-op for sale,559000,3,2,1200,"Bronx, NY 10471","5700 Arlington Ave Unit 2MNBronx, NY 10471",New York,Bronx County,The Bronx,North Riverdale,40.9069228,-73.9062512
Multi-family home for sale,1050000,5,4,2552,"Staten Island, NY 10314","153 Wellbrook AveStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,40.6013205,-74.130029
Condo for sale,2649000,3,3,1500,"Manhattan, NY 10016","325 Fifth Ave Unit 36AManhattan, NY 10016",New York,New York County,New York,Manhattan,40.7473345,-73.9848617
Co-op for sale,614000,1,1,2184.21,"New York, NY 10024","609 Columbus Ave Apt 14KNew York, NY 10024",New York,New York County,New York,Manhattan,40.7887084,-73.9700091
Condo for sale,925000,2,2,787,"Queens, NY 11385","1904 Harman St Apt 4AQueens, NY 11385",New York,Queens County,Queens,Ridgewood,40.7078968,-73.9105088
Condo for sale,800000,3,2,2184.21,"Flushing, NY 11355","43-20 Union St Unit 7DFlushing, NY 11355",New York,Queens County,Queens,Flushing,40.7540544,-73.8212979
Condo for sale,559000,1,1,579,"Brooklyn, NY 11221","1229 Putnam Ave Apt 2DBrooklyn, NY 11221",New York,Kings County,Brooklyn,Bushwick,40.6915011,-73.9156479
Condo for sale,999999,1,2,807,"New York, NY 10004","10 Little West St Apt 20DNew York, NY 10004",New York,New York County,New York,Manhattan,40.7055917,-74.0172159
Co-op for sale,269000,1,1,700,"Brooklyn, NY 11235","1625 Emmons Ave Apt 1ABrooklyn, NY 11235",New York,Kings County,Brooklyn,Sheepshead Bay,40.5836263,-73.9518978
Condo for sale,838000,2,2,1054,"Brooklyn, NY 11219","1238 63rd St Apt D436Brooklyn, NY 11219",New York,Kings County,Brooklyn,Dyker Heights,40.6275896,-74.0016198
Multi-family home for sale,2350000,15,10,8460,"Ridgewood, NY 11385","60-01 Metropolitan AveRidgewood, NY 11385",United States,New York,Queens County,Queens,40.7130859,-73.905278
Co-op for sale,220000,1,1,792,"Howard Beach, NY 11414","85-10 151 Ave Unit 2HHoward Beach, NY 11414",New York,Queens County,Queens,Howard Beach,40.6680599,-73.8497
Condo for sale,729000,1,1,550,"New York, NY 10022","200 E 58th St Apt 14CNew York, NY 10022",New York,New York County,New York,Manhattan,40.7606485,-73.9668928
Condo for sale,2045000,3,2,1039,"New York, NY 10019","301 W 53rd St Apt 19ANew York, NY 10019",New York,New York County,New York,Manhattan,40.7644959,-73.9851321
Condo for sale,749000,2,2,1258,"College Point, NY 11356","219 Constitution Pl Apt BCollege Point, NY 11356",United States,New York,Queens County,Queens,40.7945927,-73.8457338
Co-op for sale,189000,1,1,2184.21,"Jamaica, NY 11432","89-15 Parson Blvd Unit 1BJamaica, NY 11432",New York,Queens County,Queens,Jamaica,40.7055595,-73.8012395
Pending,399000,1,1,775,"Brooklyn, NY 11209","7101 Shore Rd Apt 3DBrooklyn, NY 11209",New York,Kings County,Brooklyn,Bay Ridge,40.6363145,-74.0363466
Co-op for sale,250000,1,1,800,"Bronx, NY 10471","6300 Riverdale Ave Apt 6CBronx, NY 10471",10471,United States,New York,The Bronx,40.9127295,-73.9022248
Condo for sale,3695000,2,2,1978,"New York, NY 10023","160 W 66th St Apt 57CNew York, NY 10023",New York,New York County,New York,Manhattan,40.774282,-73.9841771
Multi-family home for sale,680000,3,2,2240,"Staten Island, NY 10304","233 Tompkins AveStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,40.6193794,-74.075943
Multi-family home for sale,1195000,14,6,5100,"Brooklyn, NY 11220","320 61st StBrooklyn, NY 11220",United States,New York,Kings County,Brooklyn,40.6411025,-74.0207743
Condo for sale,2045000,3,2,1039,"New York, NY 10019","301 W 53rd St Apt 19ANew York, NY 10019",New York,New York County,New York,Manhattan,40.7644959,-73.9851321
Multi-family home for sale,1599999,8,4,2184.21,"Woodside, NY 11377","64-17 35 AveWoodside, NY 11377",United States,New York,Queens County,Queens,40.7505901,-73.8980016
Co-op for sale,495000,2,1,900,"Brooklyn, NY 11230","275 Webster Ave Apt 1BBrooklyn, NY 11230",New York,Kings County,Brooklyn,Kensington,40.6329634,-73.9709274
Pending,314000,1,1,875,"Brooklyn, NY 11204","80 Avenue P Apt B1Brooklyn, NY 11204",New York,Kings County,Brooklyn,Gravesend,40.60714,-73.985744
Co-op for sale,165000,1,1,2184.21,"Far Rockaway, NY 11691","1141 McBride St Apt 4AFar Rockaway, NY 11691",New York,Queens County,Queens,Far Rockaway,40.6053247,-73.7581283
Condo for sale,950000,2,2,1033,"New York, NY 10029","77 E 110th St Apt 7ANew York, NY 10029",New York,New York County,New York,Manhattan,40.7958546,-73.9464985
House for sale,975000,3,2,2184.21,"Brooklyn, NY 11203","838 Lenox RdBrooklyn, NY 11203",United States,New York,Kings County,Brooklyn,40.6553249,-73.9284733
Co-op for sale,449000,1,2,1074,"Floral Park, NY 11005","27110 Grand Central Pkwy Apt 6AFloral Park, NY 11005",New York,Queens County,Queens,Queens Village,40.7564761,-73.7212008
Townhouse for sale,2995000,7,2.373860858,4100,"Brooklyn, NY 11221","497 Madison StBrooklyn, NY 11221",United States,New York,Kings County,Brooklyn,40.6863946,-73.9376539
Co-op for sale,325000,1,1,775,"Brooklyn, NY 11209","145 72nd St Apt D14Brooklyn, NY 11209",New York,Kings County,Brooklyn,Bay Ridge,40.6347771,-74.0316533
Condo for sale,1599000,2,2,1094,"New York, NY 10022","135 E 54th St Apt 14MNew York, NY 10022",New York,New York County,New York,Manhattan,40.7592821,-73.9707592
House for sale,649000,3,2,2000,"Saint Albans, NY 11412","114-30 202nd StSaint Albans, NY 11412",United States,New York,Queens County,Queens,40.6995553,-73.7527095
Condo for sale,1850000,1,1,703,"New York, NY 10003","25 Fifth Ave Apt 5GNew York, NY 10003",New York,New York County,New York,Manhattan,40.7328142,-73.995445
Condo for sale,1395000,1,2,1220,"New York, NY 10005","20 Pine St Apt 2504New York, NY 10005",New York,New York County,New York,Manhattan,40.707729,-74.0097327
Condop for sale,1080000,1,1,2184.21,"New York, NY 10017","310 E 46th St Apt 23UNew York, NY 10017",New York,New York County,New York,Manhattan,40.751918,-73.9698335
Co-op for sale,309000,1,1,2184.21,"Forest Hills, NY 11375","67-50 Thornton Pl Unit 6BForest Hills, NY 11375",United States,New York,Queens County,Queens,40.7202709,-73.857096
Multi-family home for sale,1499000,8,3,2636,"Brooklyn, NY 11235","2917 Brighton 5th StBrooklyn, NY 11235",United States,New York,Kings County,Brooklyn,40.5806656,-73.9634221
Co-op for sale,179000,1,1,2184.21,"Howard Beach, NY 11414","151-25 88th St Unit 3GHoward Beach, NY 11414",New York,Queens County,Queens,Howard Beach,40.667401,-73.8470063
Contingent,595000,3,1,2184.21,"New York, NY 10014","3 Sheridan Sq Apt 2KNew York, NY 10014",New York,New York County,New York,Manhattan,40.7329291,-74.0027905
House for sale,849000,3,3,1656,"Brooklyn, NY 11236","1495 E 95th StBrooklyn, NY 11236",United States,New York,Kings County,Brooklyn,40.6359565,-73.8946343
Multi-family home for sale,2780000,14,9,2184.21,"Flushing, NY 11358","36-33 169th StFlushing, NY 11358",United States,New York,Queens County,Queens,40.7617519,-73.7968967
Condo for sale,759000,2,2,1230,"Brooklyn, NY 11230","2025 Ocean Ave # 6ABrooklyn, NY 11230",New York,Kings County,Brooklyn,Midwood,40.612478,-73.953507
Pending,549999,3,2.373860858,1652,"Staten Island, NY 10304","30 Stonegate Dr Unit 1Staten Island, NY 10304",New York,Richmond County,Staten Island,Todt Hill,40.6016923,-74.0869707
Condo for sale,1750000,2,2,2184.21,"Brooklyn, NY 11211","710 Metropolitan Ave Apt 5EBrooklyn, NY 11211",New York,Kings County,Brooklyn,Williamsburg,40.714184,-73.945191
Condo for sale,4995000,3,4,2184,"New York, NY 10128","1295 Madison Ave Apt 5ANew York, NY 10128",New York,New York County,New York,Manhattan,40.7847977,-73.9556597
House for sale,1400000,12,4,2184.21,"Brooklyn, NY 11221","1115 Putman AveBrooklyn, NY 11221",United States,New York,Kings County,Brooklyn,40.6887595,-73.9184086
Contingent,725000,3,1,2184.21,"Brooklyn, NY 11211","710 Metropolitan Ave Apt 2HBrooklyn, NY 11211",New York,Kings County,Brooklyn,Williamsburg,40.714184,-73.945191
Co-op for sale,249000,2,1,1000,"Brooklyn, NY 11235","2450 Haring St Apt 1FBrooklyn, NY 11235",New York,Kings County,Brooklyn,Sheepshead Bay,40.5926138,-73.9396101
Pending,245000,2,1,2184.21,"Howard Beach, NY 11414","80-04 155th Ave Unit 207Howard Beach, NY 11414",New York,Queens County,Queens,Howard Beach,40.6641199,-73.85371
Condo for sale,1500000,1,2,1218,"Brooklyn, NY 11211","490 Lorimer St Unit 1ABrooklyn, NY 11211",New York,Kings County,Brooklyn,Williamsburg,40.7115725,-73.948677
Condo for sale,695000,2,1,959,"New York, NY 10029","122 E 102nd St Apt 2BNew York, NY 10029",New York,New York County,New York,Manhattan,40.7897507,-73.9487257
